Transaction ID,Product Name,Category,Units Sold,Unit Price,Total Revenue,Discount Applied,Store Location,Channel,Date of Sale,Day,Month,Year,Weather,Holiday
T08286,Widget A,Groceries,12,1496.83,17961.96,20%,Delhi,Offline,2022-08-28,28,August,2022,Sunny,Yes
T08287,Gadget X,Toys,19,288.25,5476.75,15%,Chennai,Offline,2022-05-12,12,May,2022,Windy,Yes
T08288,Gadget X,Groceries,3,1020.17,3060.51,10%,Chennai,Online,2024-02-23,23,February,2024,Rainy,Yes
T08289,Gadget X,Electronics,5,2197.41,10987.05,0%,Pune,Online,2023-06-17,17,June,2023,Windy,Yes
T08290,Widget B,Home Appliances,4,4444.6,17778.4,0%,Bengaluru,Offline,2022-08-14,14,August,2022,Windy,Yes
T08291,Widget B,Home Appliances,6,1083.55,6501.3,15%,Pune,Online,2023-05-21,21,May,2023,Rainy,Yes
T08292,Widget B,Groceries,1,958.31,958.31,0%,Chennai,Offline,2023-12-04,4,December,2023,Windy,Yes
T08293,Gadget X,Toys,14,1103.5,15449.0,15%,Delhi,Online,2023-06-15,15,June,2023,Cloudy,Yes
T08294,Device M,Groceries,13,3927.3,51054.9,20%,Hyderabad,Offline,2024-07-01,1,July,2024,Cloudy,Yes
T08295,Gadget Y,Groceries,5,3348.74,16743.7,0%,Bengaluru,Offline,2022-07-21,21,July,2022,Sunny,Yes
T08296,Gadget X,Electronics,6,4642.77,27856.62,10%,Mumbai,Offline,2023-02-19,19,February,2023,Windy,No
T08297,Widget B,Tools,18,3286.71,59160.78,5%,Ahmedabad,Online,2023-03-19,19,March,2023,Cloudy,Yes
T08298,Tool Z,Groceries,14,2088.2,29234.8,20%,Bengaluru,Online,2024-03-01,1,March,2024,Sunny,Yes
T08299,Gadget Y,Electronics,6,4248.18,25489.08,15%,Pune,Online,2024-01-22,22,January,2024,Windy,Yes
T08300,Widget A,Home Appliances,1,4384.97,4384.97,20%,Delhi,Online,2024-12-01,1,December,2024,Windy,No
T08301,Gadget Y,Home Appliances,14,1748.44,24478.16,15%,Delhi,Offline,2022-09-19,19,September,2022,Windy,No
T08302,Gadget Y,Tools,6,788.19,4729.14,10%,Mumbai,Online,2023-12-21,21,December,2023,Cloudy,No
T08303,Widget A,Electronics,15,941.77,14126.55,10%,Kolkata,Online,2024-05-02,2,May,2024,Sunny,No
T08304,Gadget X,Home Appliances,3,2807.68,8423.04,5%,Bengaluru,Offline,2023-03-04,4,March,2023,Sunny,Yes
T08305,Widget B,Toys,17,1869.49,31781.33,0%,Chennai,Offline,2024-06-19,19,June,2024,Sunny,Yes
T08306,Widget A,Toys,4,224.36,897.44,5%,Bengaluru,Online,2022-01-07,7,January,2022,Sunny,No
T08307,Gadget Y,Electronics,6,4819.5,28917.0,0%,Bengaluru,Offline,2024-04-28,28,April,2024,Sunny,No
T08308,Gadget X,Groceries,2,2862.22,5724.44,15%,Bengaluru,Online,2024-06-19,19,June,2024,Rainy,Yes
T08309,Widget A,Home Appliances,19,4380.84,83235.96,15%,Delhi,Offline,2022-01-23,23,January,2022,Foggy,Yes
T08310,Gadget Y,Groceries,19,1090.33,20716.27,0%,Bengaluru,Online,2024-03-14,14,March,2024,Cloudy,Yes
T08311,Tool Z,Tools,14,4691.61,65682.54,20%,Delhi,Offline,2024-03-29,29,March,2024,Cloudy,No
T08312,Widget B,Home Appliances,14,1751.61,24522.54,5%,Pune,Online,2024-06-03,3,June,2024,Cloudy,Yes
T08313,Widget B,Electronics,10,3766.16,37661.6,0%,Bengaluru,Online,2023-11-10,10,November,2023,Windy,No
T08314,Widget B,Groceries,4,1147.84,4591.36,20%,Mumbai,Online,2023-12-15,15,December,2023,Foggy,No
T08315,Tool Z,Tools,14,2087.17,29220.38,15%,Kolkata,Offline,2024-03-31,31,March,2024,Sunny,Yes
T08316,Widget A,Toys,11,4201.95,46221.45,5%,Ahmedabad,Offline,2023-05-14,14,May,2023,Foggy,No
T08317,Gadget Y,Toys,19,1640.92,31177.48,10%,Delhi,Online,2022-07-13,13,July,2022,Rainy,Yes
T08318,Tool Z,Home Appliances,11,1362.38,14986.18,15%,Mumbai,Offline,2022-11-03,3,November,2022,Cloudy,Yes
T08319,Device M,Tools,14,3917.59,54846.26,5%,Hyderabad,Offline,2023-05-01,1,May,2023,Cloudy,Yes
T08320,Gadget X,Electronics,4,1317.79,5271.16,5%,Chennai,Offline,2022-03-07,7,March,2022,Cloudy,No
T08321,Gadget Y,Groceries,1,1312.77,1312.77,20%,Mumbai,Offline,2022-11-24,24,November,2022,Sunny,No
T08322,Widget A,Groceries,13,4896.26,63651.38,20%,Mumbai,Online,2022-12-26,26,December,2022,Cloudy,No
T08323,Gadget Y,Groceries,9,3670.62,33035.58,10%,Kolkata,Online,2023-03-19,19,March,2023,Rainy,Yes
T08324,Gadget Y,Toys,5,4941.1,24705.5,5%,Mumbai,Online,2023-06-26,26,June,2023,Rainy,No
T08325,Gadget X,Electronics,7,4527.55,31692.85,20%,Hyderabad,Online,2022-09-18,18,September,2022,Cloudy,No
T08326,Widget A,Groceries,13,1929.94,25089.22,5%,Hyderabad,Online,2022-09-28,28,September,2022,Foggy,Yes
T08327,Gadget X,Tools,10,1413.26,14132.6,5%,Delhi,Online,2022-06-10,10,June,2022,Windy,No
T08328,Widget A,Tools,11,1291.37,14205.07,20%,Mumbai,Offline,2024-01-26,26,January,2024,Cloudy,Yes
T08329,Tool Z,Toys,11,3503.03,38533.33,5%,Delhi,Online,2023-08-28,28,August,2023,Sunny,Yes
T08330,Device M,Toys,4,2229.0,8916.0,10%,Kolkata,Offline,2022-05-16,16,May,2022,Cloudy,No
T08331,Widget A,Home Appliances,19,1956.6,37175.4,0%,Kolkata,Offline,2022-02-23,23,February,2022,Foggy,No
T08332,Widget A,Tools,14,3717.55,52045.7,10%,Bengaluru,Online,2024-03-06,6,March,2024,Foggy,No
T08333,Tool Z,Toys,14,2243.44,31408.16,20%,Pune,Offline,2024-03-08,8,March,2024,Sunny,Yes
T08334,Device M,Home Appliances,2,284.23,568.46,5%,Pune,Online,2024-08-26,26,August,2024,Foggy,No
T08335,Tool Z,Home Appliances,16,4058.99,64943.84,20%,Delhi,Online,2022-09-30,30,September,2022,Sunny,Yes
T08336,Widget A,Groceries,1,4556.58,4556.58,20%,Delhi,Offline,2023-01-27,27,January,2023,Windy,No
T08337,Gadget Y,Home Appliances,4,1601.28,6405.12,15%,Hyderabad,Online,2024-03-23,23,March,2024,Windy,No
T08338,Widget A,Electronics,2,473.47,946.94,5%,Kolkata,Online,2024-11-27,27,November,2024,Cloudy,Yes
T08339,Widget B,Home Appliances,1,4853.93,4853.93,5%,Kolkata,Online,2022-01-19,19,January,2022,Foggy,No
T08340,Device M,Electronics,11,423.03,4653.33,0%,Mumbai,Online,2022-07-17,17,July,2022,Foggy,Yes
T08341,Gadget Y,Groceries,1,3212.72,3212.72,10%,Pune,Offline,2023-05-22,22,May,2023,Foggy,Yes
T08342,Widget B,Home Appliances,7,4114.67,28802.69,10%,Bengaluru,Offline,2024-04-18,18,April,2024,Windy,Yes
T08343,Tool Z,Groceries,3,2606.09,7818.27,20%,Hyderabad,Offline,2024-04-16,16,April,2024,Windy,No
T08344,Widget B,Tools,1,4033.91,4033.91,0%,Chennai,Online,2023-07-07,7,July,2023,Sunny,No
T08345,Tool Z,Home Appliances,17,2007.48,34127.16,10%,Ahmedabad,Online,2022-07-04,4,July,2022,Foggy,No
T08346,Gadget Y,Tools,17,317.4,5395.8,5%,Delhi,Offline,2023-03-25,25,March,2023,Windy,Yes
T08347,Gadget Y,Groceries,17,374.74,6370.58,10%,Mumbai,Offline,2024-04-29,29,April,2024,Sunny,Yes
T08348,Device M,Toys,13,1773.93,23061.09,5%,Bengaluru,Online,2022-09-17,17,September,2022,Foggy,No
T08349,Gadget X,Toys,18,4955.76,89203.68,15%,Bengaluru,Offline,2024-02-16,16,February,2024,Sunny,Yes
T08350,Tool Z,Electronics,2,4591.82,9183.64,10%,Kolkata,Online,2022-08-08,8,August,2022,Foggy,No
T08351,Widget B,Toys,16,194.25,3108.0,0%,Ahmedabad,Offline,2024-01-04,4,January,2024,Windy,Yes
T08352,Widget B,Home Appliances,7,4685.39,32797.73,20%,Pune,Offline,2023-05-05,5,May,2023,Windy,No
T08353,Gadget X,Toys,8,2719.76,21758.08,20%,Hyderabad,Offline,2022-09-19,19,September,2022,Sunny,Yes
T08354,Gadget X,Home Appliances,1,228.67,228.67,5%,Kolkata,Online,2022-12-09,9,December,2022,Rainy,Yes
T08355,Widget B,Groceries,17,4682.03,79594.51,20%,Mumbai,Online,2024-01-24,24,January,2024,Cloudy,No
T08356,Device M,Tools,16,100.1,1601.6,0%,Kolkata,Offline,2024-05-31,31,May,2024,Cloudy,No
T08357,Device M,Toys,18,2057.14,37028.52,0%,Delhi,Online,2024-10-12,12,October,2024,Sunny,No
T08358,Widget B,Toys,5,4908.99,24544.95,10%,Mumbai,Online,2023-04-13,13,April,2023,Foggy,No
T08359,Gadget Y,Groceries,5,2794.83,13974.15,20%,Pune,Online,2024-08-21,21,August,2024,Windy,Yes
T08360,Widget B,Toys,15,721.4,10821.0,5%,Ahmedabad,Online,2024-02-03,3,February,2024,Cloudy,Yes
T08361,Device M,Electronics,7,3029.1,21203.7,10%,Hyderabad,Online,2024-06-21,21,June,2024,Cloudy,Yes
T08362,Gadget Y,Toys,9,1190.09,10710.81,0%,Hyderabad,Offline,2024-01-31,31,January,2024,Windy,No
T08363,Device M,Electronics,1,3650.74,3650.74,15%,Bengaluru,Offline,2024-09-01,1,September,2024,Rainy,No
T08364,Gadget Y,Tools,17,1422.02,24174.34,20%,Chennai,Offline,2024-11-22,22,November,2024,Cloudy,Yes
T08365,Gadget Y,Toys,6,2814.16,16884.96,20%,Mumbai,Online,2024-09-07,7,September,2024,Cloudy,Yes
T08366,Widget B,Groceries,6,2298.62,13791.72,15%,Kolkata,Offline,2022-12-26,26,December,2022,Foggy,No
T08367,Gadget X,Home Appliances,16,535.89,8574.24,5%,Delhi,Online,2022-01-07,7,January,2022,Cloudy,No
T08368,Device M,Toys,17,2434.47,41385.99,0%,Bengaluru,Online,2023-06-04,4,June,2023,Foggy,Yes
T08369,Device M,Groceries,14,2762.32,38672.48,20%,Mumbai,Offline,2023-02-02,2,February,2023,Rainy,Yes
T08370,Gadget X,Home Appliances,11,3679.74,40477.14,20%,Pune,Offline,2022-09-15,15,September,2022,Cloudy,No
T08371,Gadget Y,Tools,14,3322.61,46516.54,0%,Mumbai,Offline,2022-12-03,3,December,2022,Windy,No
T08372,Widget A,Electronics,9,1646.02,14814.18,10%,Bengaluru,Offline,2022-12-21,21,December,2022,Windy,Yes
T08373,Tool Z,Home Appliances,16,1129.32,18069.12,0%,Kolkata,Offline,2023-02-06,6,February,2023,Foggy,Yes
T08374,Widget A,Toys,19,1288.29,24477.51,20%,Kolkata,Offline,2023-11-18,18,November,2023,Rainy,No
T08375,Tool Z,Toys,8,1118.57,8948.56,20%,Mumbai,Online,2023-01-05,5,January,2023,Cloudy,No
T08376,Gadget Y,Groceries,7,2433.32,17033.24,0%,Kolkata,Offline,2023-05-08,8,May,2023,Foggy,No
T08377,Gadget Y,Groceries,17,2352.06,39985.02,5%,Bengaluru,Offline,2022-04-16,16,April,2022,Windy,No
T08378,Widget B,Tools,13,3196.02,41548.26,5%,Kolkata,Online,2022-12-11,11,December,2022,Windy,Yes
T08379,Widget B,Tools,5,1877.71,9388.55,5%,Hyderabad,Offline,2022-07-03,3,July,2022,Cloudy,Yes
T08380,Device M,Home Appliances,15,2069.06,31035.9,20%,Bengaluru,Offline,2024-09-22,22,September,2024,Sunny,No
T08381,Gadget X,Groceries,15,4937.09,74056.35,0%,Bengaluru,Offline,2022-03-12,12,March,2022,Cloudy,Yes
T08382,Gadget Y,Home Appliances,18,4116.1,74089.8,15%,Pune,Online,2022-01-14,14,January,2022,Rainy,No
T08383,Gadget X,Groceries,1,3322.72,3322.72,15%,Mumbai,Online,2023-06-21,21,June,2023,Cloudy,No
T08384,Widget B,Electronics,15,2308.95,34634.25,20%,Bengaluru,Online,2022-08-25,25,August,2022,Sunny,No
T08385,Gadget X,Tools,18,4219.06,75943.08,20%,Ahmedabad,Online,2022-10-14,14,October,2022,Cloudy,Yes
T08386,Gadget Y,Tools,16,1103.83,17661.28,0%,Mumbai,Online,2024-03-09,9,March,2024,Sunny,No
T08387,Gadget Y,Groceries,8,2667.83,21342.64,5%,Pune,Online,2024-02-11,11,February,2024,Cloudy,Yes
T08388,Tool Z,Electronics,5,4123.88,20619.4,10%,Mumbai,Offline,2022-03-22,22,March,2022,Windy,No
T08389,Tool Z,Electronics,10,3332.24,33322.4,10%,Bengaluru,Offline,2022-03-16,16,March,2022,Windy,Yes
T08390,Widget A,Home Appliances,4,4732.41,18929.64,20%,Kolkata,Online,2023-02-09,9,February,2023,Sunny,No
T08391,Gadget Y,Toys,17,1052.43,17891.31,10%,Mumbai,Online,2024-03-07,7,March,2024,Cloudy,No
T08392,Widget A,Groceries,15,3374.89,50623.35,20%,Ahmedabad,Offline,2024-02-18,18,February,2024,Rainy,Yes
T08393,Tool Z,Home Appliances,8,3129.79,25038.32,10%,Delhi,Offline,2022-08-17,17,August,2022,Rainy,Yes
T08394,Gadget X,Toys,17,177.45,3016.65,10%,Pune,Online,2024-04-11,11,April,2024,Windy,Yes
T08395,Gadget X,Electronics,1,686.27,686.27,5%,Bengaluru,Offline,2024-03-18,18,March,2024,Foggy,No
T08396,Device M,Tools,8,260.99,2087.92,15%,Bengaluru,Offline,2024-11-09,9,November,2024,Foggy,No
T08397,Gadget X,Toys,19,4045.23,76859.37,10%,Kolkata,Online,2024-02-10,10,February,2024,Cloudy,Yes
T08398,Gadget Y,Groceries,14,1338.84,18743.76,15%,Ahmedabad,Offline,2023-05-28,28,May,2023,Rainy,Yes
T08399,Gadget Y,Toys,5,3271.39,16356.95,10%,Bengaluru,Online,2023-10-12,12,October,2023,Windy,No
T08400,Widget A,Electronics,5,2053.94,10269.7,20%,Ahmedabad,Offline,2024-12-23,23,December,2024,Rainy,No
T08401,Gadget X,Home Appliances,4,3210.71,12842.84,20%,Delhi,Online,2024-05-06,6,May,2024,Foggy,Yes
T08402,Widget A,Toys,7,477.58,3343.06,15%,Bengaluru,Online,2023-04-13,13,April,2023,Sunny,No
T08403,Device M,Electronics,1,2446.97,2446.97,0%,Hyderabad,Offline,2022-03-24,24,March,2022,Windy,No
T08404,Gadget Y,Home Appliances,8,1233.32,9866.56,20%,Kolkata,Offline,2022-07-29,29,July,2022,Cloudy,Yes
T08405,Tool Z,Tools,19,4193.96,79685.24,15%,Chennai,Online,2024-03-30,30,March,2024,Sunny,Yes
T08406,Gadget X,Groceries,5,3977.56,19887.8,5%,Kolkata,Online,2024-07-04,4,July,2024,Windy,No
T08407,Device M,Tools,1,420.94,420.94,0%,Bengaluru,Online,2023-01-23,23,January,2023,Foggy,No
T08408,Gadget X,Tools,3,4090.49,12271.47,0%,Mumbai,Offline,2024-07-04,4,July,2024,Foggy,Yes
T08409,Device M,Tools,6,3132.56,18795.36,20%,Bengaluru,Online,2023-08-30,30,August,2023,Foggy,Yes
T08410,Tool Z,Home Appliances,11,913.97,10053.67,5%,Hyderabad,Offline,2024-11-07,7,November,2024,Foggy,No
T08411,Gadget X,Home Appliances,14,615.12,8611.68,5%,Pune,Offline,2024-04-29,29,April,2024,Sunny,Yes
T08412,Gadget X,Home Appliances,1,1686.11,1686.11,5%,Mumbai,Offline,2024-04-28,28,April,2024,Sunny,No
T08413,Widget A,Electronics,10,4371.33,43713.3,15%,Mumbai,Online,2024-09-30,30,September,2024,Cloudy,Yes
T08414,Tool Z,Home Appliances,19,4041.37,76786.03,20%,Kolkata,Offline,2023-06-05,5,June,2023,Windy,Yes
T08415,Gadget Y,Groceries,16,1709.04,27344.64,0%,Hyderabad,Offline,2023-10-29,29,October,2023,Windy,No
T08416,Widget A,Home Appliances,6,1696.74,10180.44,5%,Hyderabad,Offline,2024-03-18,18,March,2024,Foggy,No
T08417,Gadget Y,Toys,11,1549.7,17046.7,15%,Mumbai,Offline,2023-11-05,5,November,2023,Foggy,Yes
T08418,Gadget Y,Electronics,7,3063.33,21443.31,10%,Hyderabad,Online,2024-02-29,29,February,2024,Foggy,Yes
T08419,Widget A,Home Appliances,12,3679.39,44152.68,15%,Pune,Online,2023-10-05,5,October,2023,Rainy,Yes
T08420,Tool Z,Tools,10,1863.36,18633.6,10%,Delhi,Online,2024-04-14,14,April,2024,Foggy,No
T08421,Gadget X,Groceries,5,3973.62,19868.1,20%,Kolkata,Online,2023-02-15,15,February,2023,Windy,No
T08422,Device M,Groceries,11,1104.35,12147.85,15%,Mumbai,Online,2023-04-23,23,April,2023,Sunny,No
T08423,Widget A,Groceries,17,4708.08,80037.36,10%,Ahmedabad,Offline,2023-02-24,24,February,2023,Cloudy,No
T08424,Widget A,Home Appliances,1,2435.7,2435.7,20%,Chennai,Offline,2024-07-22,22,July,2024,Rainy,Yes
T08425,Gadget X,Tools,5,4350.3,21751.5,20%,Mumbai,Online,2022-07-12,12,July,2022,Foggy,No
T08426,Widget A,Home Appliances,10,2501.49,25014.9,10%,Mumbai,Offline,2022-12-15,15,December,2022,Sunny,No
T08427,Gadget X,Tools,6,2807.92,16847.52,20%,Hyderabad,Offline,2024-11-04,4,November,2024,Foggy,No
T08428,Device M,Toys,15,3944.91,59173.65,10%,Pune,Offline,2023-10-07,7,October,2023,Cloudy,No
T08429,Tool Z,Tools,19,3111.92,59126.48,20%,Chennai,Offline,2023-06-08,8,June,2023,Foggy,No
T08430,Widget B,Home Appliances,16,2272.31,36356.96,10%,Chennai,Offline,2023-08-16,16,August,2023,Rainy,Yes
T08431,Gadget Y,Toys,12,2619.36,31432.32,10%,Chennai,Online,2022-05-14,14,May,2022,Sunny,Yes
T08432,Gadget Y,Electronics,15,1281.2,19218.0,10%,Hyderabad,Online,2022-12-14,14,December,2022,Sunny,No
T08433,Tool Z,Toys,5,4704.37,23521.85,5%,Hyderabad,Online,2022-11-25,25,November,2022,Foggy,Yes
T08434,Tool Z,Groceries,3,1226.29,3678.87,20%,Hyderabad,Online,2022-07-05,5,July,2022,Windy,Yes
T08435,Widget B,Home Appliances,8,945.61,7564.88,10%,Kolkata,Online,2023-11-24,24,November,2023,Windy,Yes
T08436,Gadget Y,Tools,3,2066.74,6200.22,10%,Pune,Offline,2023-06-16,16,June,2023,Cloudy,Yes
T08437,Gadget Y,Groceries,5,3287.85,16439.25,5%,Bengaluru,Offline,2024-04-18,18,April,2024,Rainy,Yes
T08438,Device M,Tools,6,315.07,1890.42,0%,Pune,Online,2024-04-11,11,April,2024,Cloudy,Yes
T08439,Tool Z,Electronics,12,4126.65,49519.8,10%,Delhi,Online,2023-03-15,15,March,2023,Cloudy,No
T08440,Gadget X,Toys,15,594.99,8924.85,5%,Ahmedabad,Offline,2022-07-12,12,July,2022,Sunny,Yes
T08441,Device M,Home Appliances,17,3094.9,52613.3,15%,Chennai,Online,2022-01-24,24,January,2022,Foggy,No
T08442,Gadget X,Toys,10,228.2,2282.0,20%,Mumbai,Offline,2022-08-22,22,August,2022,Rainy,Yes
T08443,Gadget X,Electronics,18,801.48,14426.64,10%,Delhi,Offline,2022-10-21,21,October,2022,Sunny,No
T08444,Widget A,Tools,1,2492.35,2492.35,10%,Chennai,Online,2024-08-17,17,August,2024,Cloudy,Yes
T08445,Widget A,Home Appliances,1,3455.51,3455.51,10%,Hyderabad,Online,2022-06-21,21,June,2022,Rainy,Yes
T08446,Tool Z,Tools,4,626.1,2504.4,15%,Bengaluru,Online,2024-10-18,18,October,2024,Foggy,Yes
T08447,Gadget Y,Toys,10,755.01,7550.1,5%,Mumbai,Offline,2022-04-03,3,April,2022,Sunny,Yes
T08448,Gadget Y,Home Appliances,7,507.24,3550.68,0%,Ahmedabad,Offline,2024-01-07,7,January,2024,Cloudy,Yes
T08449,Widget A,Tools,8,1952.99,15623.92,20%,Mumbai,Online,2023-02-15,15,February,2023,Sunny,No
T08450,Tool Z,Toys,5,2300.9,11504.5,20%,Ahmedabad,Offline,2024-10-04,4,October,2024,Sunny,No
T08451,Gadget X,Groceries,7,103.44,724.08,15%,Kolkata,Online,2022-03-22,22,March,2022,Windy,No
T08452,Gadget X,Toys,14,3854.57,53963.98,5%,Mumbai,Offline,2022-03-29,29,March,2022,Rainy,No
T08453,Device M,Toys,6,2063.34,12380.04,15%,Ahmedabad,Online,2024-11-17,17,November,2024,Rainy,No
T08454,Widget A,Groceries,5,4471.13,22355.65,10%,Kolkata,Offline,2024-08-30,30,August,2024,Foggy,No
T08455,Gadget Y,Groceries,5,4862.46,24312.3,15%,Chennai,Offline,2024-12-03,3,December,2024,Rainy,Yes
T08456,Device M,Electronics,18,91.62,1649.16,15%,Mumbai,Online,2023-03-26,26,March,2023,Rainy,No
T08457,Widget A,Electronics,2,4021.32,8042.64,5%,Pune,Offline,2023-08-08,8,August,2023,Cloudy,Yes
T08458,Gadget X,Electronics,4,854.99,3419.96,5%,Bengaluru,Offline,2024-12-02,2,December,2024,Cloudy,No
T08459,Device M,Tools,4,4938.8,19755.2,0%,Ahmedabad,Offline,2024-03-12,12,March,2024,Rainy,No
T08460,Gadget X,Toys,4,325.94,1303.76,20%,Ahmedabad,Online,2023-10-25,25,October,2023,Rainy,No
T08461,Widget A,Toys,9,4490.33,40412.97,20%,Delhi,Offline,2023-06-21,21,June,2023,Cloudy,Yes
T08462,Device M,Groceries,11,3070.18,33771.98,15%,Mumbai,Offline,2024-05-01,1,May,2024,Rainy,Yes
T08463,Gadget X,Electronics,4,4642.3,18569.2,0%,Kolkata,Offline,2022-07-09,9,July,2022,Rainy,No
T08464,Gadget Y,Home Appliances,12,4593.01,55116.12,20%,Ahmedabad,Offline,2022-09-30,30,September,2022,Foggy,No
T08465,Gadget Y,Groceries,2,1640.41,3280.82,5%,Bengaluru,Offline,2022-06-05,5,June,2022,Sunny,Yes
T08466,Device M,Tools,9,132.81,1195.29,20%,Mumbai,Offline,2024-10-21,21,October,2024,Foggy,Yes
T08467,Gadget Y,Groceries,15,1960.73,29410.95,5%,Pune,Online,2024-09-04,4,September,2024,Cloudy,Yes
T08468,Gadget X,Groceries,14,4164.88,58308.32,15%,Kolkata,Online,2024-06-06,6,June,2024,Foggy,No
T08469,Gadget X,Tools,3,1590.38,4771.14,20%,Kolkata,Online,2024-04-17,17,April,2024,Cloudy,Yes
T08470,Widget B,Groceries,9,3621.15,32590.35,0%,Kolkata,Online,2022-06-08,8,June,2022,Foggy,No
T08471,Device M,Electronics,3,2561.4,7684.2,10%,Bengaluru,Online,2023-02-25,25,February,2023,Cloudy,Yes
T08472,Tool Z,Home Appliances,5,409.7,2048.5,20%,Kolkata,Online,2024-08-24,24,August,2024,Windy,No
T08473,Widget A,Groceries,15,2241.95,33629.25,20%,Ahmedabad,Offline,2023-02-02,2,February,2023,Rainy,Yes
T08474,Widget B,Groceries,17,2573.99,43757.83,15%,Delhi,Offline,2023-05-05,5,May,2023,Cloudy,No
T08475,Widget B,Tools,2,761.2,1522.4,0%,Mumbai,Offline,2022-01-31,31,January,2022,Rainy,Yes
T08476,Device M,Groceries,17,521.4,8863.8,15%,Chennai,Online,2022-04-18,18,April,2022,Cloudy,No
T08477,Gadget X,Tools,6,1099.01,6594.06,20%,Chennai,Offline,2024-06-09,9,June,2024,Windy,Yes
T08478,Gadget Y,Tools,15,1082.07,16231.05,0%,Delhi,Online,2023-09-28,28,September,2023,Foggy,No
T08479,Gadget X,Toys,2,2850.33,5700.66,20%,Mumbai,Online,2022-06-03,3,June,2022,Windy,No
T08480,Device M,Groceries,18,2994.96,53909.28,20%,Chennai,Offline,2024-02-15,15,February,2024,Windy,No
T08481,Gadget X,Home Appliances,17,4632.63,78754.71,15%,Delhi,Online,2023-12-15,15,December,2023,Windy,Yes
T08482,Widget A,Tools,11,4512.13,49633.43,20%,Bengaluru,Offline,2024-06-30,30,June,2024,Foggy,No
T08483,Device M,Tools,7,628.2,4397.4,0%,Kolkata,Offline,2023-05-12,12,May,2023,Foggy,No
T08484,Widget B,Tools,2,2748.76,5497.52,5%,Delhi,Offline,2023-10-29,29,October,2023,Rainy,Yes
T08485,Widget A,Toys,16,2607.79,41724.64,0%,Kolkata,Online,2022-04-02,2,April,2022,Sunny,Yes
T08486,Device M,Electronics,12,2894.37,34732.44,10%,Pune,Offline,2024-12-14,14,December,2024,Sunny,No
T08487,Gadget Y,Electronics,2,2130.06,4260.12,5%,Delhi,Offline,2024-09-03,3,September,2024,Windy,Yes
T08488,Device M,Electronics,2,4532.15,9064.3,10%,Bengaluru,Online,2024-11-02,2,November,2024,Cloudy,Yes
T08489,Device M,Electronics,18,2170.04,39060.72,15%,Pune,Online,2022-07-18,18,July,2022,Cloudy,Yes
T08490,Device M,Electronics,19,2314.81,43981.39,5%,Chennai,Online,2023-09-29,29,September,2023,Cloudy,Yes
T08491,Device M,Tools,8,632.73,5061.84,5%,Kolkata,Online,2022-06-08,8,June,2022,Rainy,Yes
T08492,Device M,Tools,19,4824.8,91671.2,15%,Kolkata,Offline,2023-12-11,11,December,2023,Sunny,No
T08493,Widget B,Toys,8,4738.73,37909.84,10%,Hyderabad,Offline,2023-08-18,18,August,2023,Cloudy,Yes
T08494,Widget A,Electronics,3,560.4,1681.2,10%,Hyderabad,Online,2023-10-15,15,October,2023,Sunny,No
T08495,Gadget Y,Groceries,11,4471.09,49181.99,5%,Chennai,Offline,2024-03-18,18,March,2024,Sunny,No
T08496,Device M,Tools,18,3981.5,71667.0,10%,Mumbai,Online,2024-12-15,15,December,2024,Windy,No
T08497,Widget A,Home Appliances,8,1402.1,11216.8,15%,Ahmedabad,Offline,2023-08-07,7,August,2023,Foggy,Yes
T08498,Gadget X,Toys,4,667.65,2670.6,5%,Chennai,Offline,2022-04-22,22,April,2022,Sunny,No
T08499,Gadget X,Home Appliances,12,2868.86,34426.32,10%,Hyderabad,Offline,2022-06-25,25,June,2022,Foggy,Yes
T08500,Widget B,Home Appliances,16,1506.2,24099.2,0%,Bengaluru,Online,2024-05-17,17,May,2024,Foggy,No
T08501,Device M,Tools,15,4018.02,60270.3,0%,Hyderabad,Offline,2023-10-05,5,October,2023,Foggy,No
T08502,Tool Z,Groceries,4,2424.46,9697.84,20%,Mumbai,Offline,2023-06-14,14,June,2023,Sunny,No
T08503,Gadget X,Toys,9,4829.09,43461.81,0%,Delhi,Offline,2024-10-29,29,October,2024,Rainy,No
T08504,Gadget Y,Tools,12,4976.63,59719.56,5%,Delhi,Offline,2024-08-06,6,August,2024,Foggy,No
T08505,Gadget Y,Tools,2,1620.48,3240.96,5%,Mumbai,Offline,2023-04-24,24,April,2023,Cloudy,Yes
T08506,Tool Z,Home Appliances,11,4397.42,48371.62,10%,Hyderabad,Online,2024-11-23,23,November,2024,Rainy,Yes
T08507,Widget B,Home Appliances,7,4043.34,28303.38,5%,Mumbai,Online,2022-08-20,20,August,2022,Cloudy,Yes
T08508,Tool Z,Groceries,17,3249.69,55244.73,5%,Hyderabad,Online,2024-01-27,27,January,2024,Foggy,No
T08509,Widget B,Toys,16,4342.68,69482.88,5%,Ahmedabad,Online,2022-01-02,2,January,2022,Cloudy,Yes
T08510,Device M,Tools,11,4473.84,49212.24,20%,Ahmedabad,Online,2022-07-16,16,July,2022,Foggy,Yes
T08511,Gadget X,Toys,19,1499.52,28490.88,10%,Delhi,Offline,2024-12-19,19,December,2024,Windy,Yes
T08512,Widget B,Electronics,17,2288.85,38910.45,5%,Pune,Online,2022-12-16,16,December,2022,Cloudy,Yes
T08513,Device M,Groceries,7,3154.49,22081.43,20%,Mumbai,Offline,2024-04-02,2,April,2024,Sunny,Yes
